,Unnamed: 0,Question,Answer
16199,16634,Really ?!?! You have literally 1 job ,UPS delivers to a Postal Hub. Its USPS's responsibility to sort the package and get it to the correct Post Office before final delivery. Please follow up with USPS for any delivery concerns.
16200,16635,"I was supposed to have two separate packages delivered yesterday via and theyre STILL stuck in Doraville, GA and i live in Tuscaloosa, AL. Lets get it together",Our team would be happy to take a look at what's going on with your packages. Can you please DM us the tracking numbers.
16201,16636,"Im so over , my package has been rescheduled for delivery several times. Ive called and complained, but the issue hasnt been resolved ",I'm sorry you had this experience! Please send tracking/contact info to DM. We will follow up
16202,16637,hello I am having a lot of trouble getting a package delivered! Help!,"We would like to help. Please DM the tracking, delivery address, and your contact phone; so we can check on your shipment."
16203,16638,"Bad enough I have to wait until 7:00 pm for daily delivery, but now can't get a straight answer as to why no pkg at 11 pm Called UPS on phone for 20 minutes then I'm told they are a call ctr and fwds mssgs to UPS so they can't help but would be happy to send a mssge??",Happy to take a look. DM the tracking number so that we can take a look.
16204,16639,"I got fooled by UPS so many times recently when trying to return a mattress to Amazon. First, an agent over the phone told me that I don't need to pack my mattress, which is not true. And I spent a day waiting and UPS just didn't show up after emailing me you will come!","I am sorry you have had a negative experience with UPS. We would like to address your concerns, use the link to DM the details including tracking number, address and phone number."
16205,16640,Reminder: dont use unless youre prepared to lawyer up and file police reports for stolen items.,We're glad to look into any issue that you may be experiencing. Please use the link provided to send the details of your package.
16206,16641,"Wat een gedoe om iets te verzekeren met App werkt moeizaam, eindelijk email met ticket, kan vestiging t niet scannen #fail Z geen tijd voor","I am sorry for any frustration caused on this. We do not have insurance, however, we have the option to Declare a Value on a package in case the package is lost or damaged. You will see the option for Declared Value when shipping."
16207,16642,please could you issue your driver's with pens. Also the UPS access point is 2.2miles from my house. As I don't have a car it's hardly convenient.,"I understand, if you could DM me the info notice# it's a 12 digit number that typically starts with a 9. And your contact phone number as well."
16208,16643,WHERE IS MY PHONE,"Sorry for the delayed response. You can view your tracking information online at Once we have any updates, we will update your online tracking."
16209,16644,Really pissed off with / I paid extra for two days shipping and its over the time it was supposed to be here. I needed my package by today but thanks to their shitty service I dont have my photos,"I'm sorry to hear you have not received your package. Let us review your tracking history with you. DM us the tracking number, name, and complete address on the package."
16210,16645,hi I need to talk to someone about my package being lost for a week and it was suppose to be delivered today and its still a no show!!,"We'd be happy to help you with your concerns. Use the link to DM the details including tracking number, delivery address and your phone number."
16211,16646,I need help with another order,"Let us review the tracking information with you. DM us the tracking number, name, and complete address on the package."
16212,16647,"To &amp; My package arrived open, and it appeared that someone had also opened a product. No packing slip either.","I apologize for the condition the box arrived in. If there is an issue with missing merchandise or damages, you will need to contact Amazon as they have asked that we refer their customers back to them in the event of an issue."
16213,16648,whats going on with my delivery?,"I'm sorry your package has not been delivered. Since the scheduled delivery date has passed and the package has not been scanned within the last 24 hours, an investigation is needed. Please contact the shipper, they will be able to initiate this for you."
16214,16649,yo fam where my package at? It was estimated to be at my house by 1:30-5:30 pm. Its 9:55 pm and no package fam.,"Sorry to keep you waiting. If you have any tracking questions or concerns, use the link to DM the details."
16215,16650,"I placed an order at #Kohls, and forgot to update delivery addy (moved), Now can't fix issue. Kohls says talk to #FedEx, #UPS, #USPS and they all say talk to #Kohls. Help!",Seems like quite an unfortunate situation! I am so sorry but without a a tracking number I am not able to locate a package for you. Best of luck.
16216,16651,"If my daughter went to a UPS store and gave them an Amazon free shipping label, but they charged her $25 to put it in a $2 box and ""pack"" it, that should be criminal. But that's what they did. For a small rug, not fine china.",I do apologize as those stores are franchised and are able to charge for shipping supplies.
16217,16652,"I just signed up for MyChoice, which is a really cool service but I've never been so confused about package delivery in my life.","If you need assistance with a particular package, DM us the tracking number, name, and complete address on the package. Let us review your concerns."
16218,16653,Does this mean due to be delivered to ME today? It was only picked up today so I guess not?,If the package was just picked up the delivery date should change later today. DM us the tracking number if you have further questions.
16219,16655,"Customer care at its finest. sent me a spare visor for my helmet through . 7days and its in ""Warehouse Scan"". Repeated calls to and they finally come out with it. ""Customs won't release it because UPS hasn't paid dues on prior packages."" #applause",If you need assistance on a package please use the link to DM your tracking number and address. Our team would be happy to help!
16220,16656,No es posible que tarde demasiado en sus trmites de importacin. No saben lo que es para una empresa perder tanto tiempo esperando un embarque. Nunca con pasa esto.,"Do you need help with a package? Please use the link to DM your tracking number, delivery address and phone number."
16221,16657,"NOT COOL! I have a corporate account, get pick up everyday. I run a business with operating hours, WHY did you leave a ""sorry we missed you"" note on my back door when we are CLEARLY open? Now those 25 packages didn't get shipped. NOT OK!","I'm sorry these packages were not picked up. DM us your account number, complete address, and best phone number. We will be able to further review this for you and address this with the appropriate team."
16222,16658,"Package was supposed to be delivered today. Got the due to operating conditions there may e a delay yada yada  message at 07:00am and despite e-mailing, I have received no information since. This is a valuable parcel.","We would like to look into this. Please DM the tracking number, phone number &amp; delivery address so we can review what options we have for you. *JL"
16223,16660,Hey can I get an assist on this package that I'm missing? This is getting ridiculous. My UPS location apparently just doesn't like delivering my packages.,"We'll be happy to look into this matter. Please DM us the details, using the following link."
16224,16661, YALL FUCKING STUPID,I am sorry to hear you feel this way. Is there something that we can assist you with? DM our team
16225,16662,"i need these tires delivered to a shop today. You guys slipped up and claimed NTB was closed yesterday, when they are open until 8pm. .",Use think link to DM us the tracking number so that we can check into the details further for you.
16226,16663,#worstcompany #nocustomerservice I have spent more than 40 hours on the phone most of that on hold trying to find packages my delivery driver told me he took to wrong address. Should not take a month to resolve this. Told will look into this what a joke,We definitely want to research this further for you. Please DM us a tracking number .
16227,16664,Lol can't even find my house. They just automatically return packages to shipper without question,"Thank you for reaching out to our team. We would be happy to assist with the delivery of your package. Please DM your UPS (1Z) tracking number, phone number, and verify the complete delivery address."
16228,16665,Nothing but disgust for UPS. They screw the customers  and don't care.,"I am sorry to hear you feel this way. Is there something we can assist you with? Please DM our team, we are here to help."
16229,16666,"You guys missed a guaranteed delivery to me, but that's okay, Cyber Monday must be hard on you. Have a picture of George to brighten your day.",Let us know if you have any questions on your package! We'd be happy to help.
16230,16667,Another day another call to trying to get my package delivered. This is RIDICULOUS!!! #UPFail,Please DM your tracking # and contact phone so I can track your package. See what the delay is by contacting the center.
16231,16668,"Hey guys, just got my order and it was just tossed in the bushes near my door. Wondering if this is how packages are usually delivered or if the spider filled box was a mishandling on your part.",I am truly sorry you found your package in the bushes. Please provide the tracking number and your phone number so we can research this.
16232,16669,"I seriously cannot believe . My package is in my city but can't be delivered because of ""operating conditions"". It's been delayed twice now. It's a 50"" fucking tv. This is absolutely unreal.",I'm sorry for any frustration this may have caused! We would be happy to look into what is going on. Please use the link to DM your tracking number and delivery address.
16233,16670,Dear You know the verification code entry for address change works in *NO MAJOR BROWSER* right? - Baffled #fail,I am very sorry that you have trouble with the webstie. You will want to call are technical support team at 1-877-2896418
16234,16671,What's the point in having the ability to track your delivery what you log in and all you get is out for delivery today? Have been unable to go out today as still waiting.,I am sorry about the delays! DM us the tracking number so we can take a look.
16235,16672,"its really discouraging to be on the phone for 1 hr &amp; 44 minutes just for someone to read off the ""I am unable to hear you"" script when you were transferred to them after speaking to the first rep for a few minutes who gathered info and said they had to. Why?? Idk ","I'm sorry for the customer service you've received. If you need assistance tracking your package, please go to where you will be able to see updated tracking information."
16236,16673,my email is unique AF who thinks of it to order to send a tracking # too especially from a store that's so random plus going to Maryland,"If the email does not include a tracking number and you have not ordered anything, I recommend you do not click any links or respond to the email. Please forward the email to __email__."
16237,16674,are the fucken worst with their service and delivery!,"If there is something we can help you with, please DM us the tracking number."
16238,16675,Contd- weve lost a week on a time sensitive project bc cant figure out how to deliver up 2 floors and they dont make it right,"I'm truly sorry this happened. Please DM the tracking and your contact phone, so we can check on this issue."
16239,16676,Over an hour on hold with and I still have no idea if my package is going to actually be delivered today,"If your package has not been delivered, please continue to track it online at We will update your tracking information as soon as we have information available."
16240,16677,I was getting ready to camp outside the front door to wait for my package today but decided to delay the delivery due to operating conditions. Wtf does that mean ,"It can refer to several situations. If you'd like to use the link and send your tracking number, we'll see what additional details may be able to be found out."
16241,16678,Waiting all day for my order to be delivered by only to receive message at 10pm that suddenly delivery date has been changed to tomorrow! I paid extra to receive my package today!! Horrible service!,"I am sorry to keep you waiting. If you have any questions or concerns, please let us know."
16242,16679,Can anyone tell me why drivers dont ring the doorbell when dropping off packages any longer?,"Our drivers should be notifying you at the time of delivery by knocking or ringing. If this occurs again in the future, please DM our team and let us know."
16243,16680,"The reason? This is a combo of hypnotic interuption + neuro linguistics. Hypnotic hook makes you re-read ship your whole Nlp makes you re-read at least 3 times in an attempt to ""get it"" where serves to reinforce hypnotic hook of ship things via ups store. Brilliant.",If you need assistance please DM our team your concern.
16244,16681,so why was my package delayed due to severe weather? Either your not being honest or the radar is lying.,Please DM us the tracking number so we can look into this for you .
16245,16682,hiya i scheduled a ups pick up for tomorrow but i can't give it in tomorrow so made a new pick up for friday how do i cancel tomorrows?,Do you happen to have the pick up request number for that pick up? Did you schedule this online and were logged in?
16246,16683,no i did it through viagogo so i don't have an account,"If they scheduled the pick up, then I will advise to let them know that you will need to cancel the pick up."
16247,16684,they said i need to contact UPS,"Please provide the tracking number or pickup request number, so we can check on this."
16248,16685,When the company you work for cant deliver your own package!,"I am sorry to keep you waiting! If you have any tracking questions or concerns, use the link to DM the details to my team."
16249,16686,what is wrong with the operating conditions in West Columbia that has my package delayed?,"If you would like us to look into this further for you, please provide a tracking number."
16250,16687,literally left my packages 1 inch from the cross walk!!!!  why didn't they leave it at my doorstep,"I'm sorry your package was delivered this way. If this is happens again, please DM our team and let us know. We will then be able to further review this."
16251,16688,need help with a package I sent. No tracking updates in 24hrs. Please help!,We'd be glad to help you further. Please provide the information to us via the link provided so we can see what we can do.
16252,16689,I dont know if its or but they got me irritated asf. Like where is my iPhone X at? ,I'm sorry you have not received your package. Please continue to track your package online at for updates.
16253,16690,Ohmygosh you delayed my package again!!!!!!!,I'm sorry your package has been delayed. We will continue working as quickly as possible to deliver to you. Please continue to track your package online at for updates.
16254,16691,"Im not gonna be home today, so if no one receives the package and they decide to bring it to a post office Im gonna be so mad. I was supposed to get it on the 25th, you pushed it to the 28th, and now it says its coming today. I already wasted days waiting for it. Ugh!!","Please provide us your tracking number, complete address, and your phone number so we can look into this."
16255,16692,Come on This one driver made a single attempt on my package and now it's being returned to Best Buy. Good God the hoops I am trying to jump through to get this fixed. Ugh.,Can you please DM us the tracking number so that we can research this further for you?
16256,16693,Done. I appreciate any help tbh. Been on the phone twice already this morning.,I apologize for the delay. I've confirmed per the tracking that the package was intercepted and will be rerouted to the UPS store. Let us know if you have any other questions or concerns.
16257,16694,"I've contacted y'all several times and the last time I called, I was told someone would call me back by 8pm that night. That was a lie because no one contacted me. That was a week ago.","Please DM us your tracking number, phone number, and complete address so we can look into this."
16258,16695,"Hey , why would I get an email saying my package is available for pick-up and then get there and am literally told ""this package isn't available yet""? Super fun!",I am sorry to hear this! Please DM us the tracking number so we can take a look at what is going on.
16259,16696,"so you apparently left a package at my ""front door"" yesterday, but there's no sign of it. I really need that tv mount for an install I have scheduled tomorrow.","I am sorry to hear this! Please DM us your tracking number, phone number, and your address. We will look into this for you."
16260,16697,"Thanks for nothing ! You gave me a time, required signature. I took afternoon off and youre a no show. #crappycustomerservice","I'm sorry this happened. Please be advised that estimated delivery windows are estimates based on prior deliveries in the area. This can change depending on volume. Let us review your delivery options. DM us the tracking number, name, &amp; address on the package."
16261,16698,My package has been held up by government agency in Nigeria.I have been trying to reach out to your customer service center but they have not been picking up calls. I need to know what to do and how to do it. Thanks. Hopefully you could help me out with this.,We'd be glad to help you in any way we can. Please use the link provided to send the tracking number for the package in question.
16262,16699,Yo its been two days and my food still isnt here. Can I get that $96 back to hit up the grocery store analog style? Tracking 1Z3Y54200396573690,Sorry for the delay. The package is expected to be delivered today.
16263,16700,"Theyve rescheduled delivery twice with no explanation and it still isnt here todaywhat gives? Im sure the food is bad by now, but no one will help me get a refundwhat gives?","Hello, please provide us with your tracking and phone number. .W."
16264,16701,"Shipping/Rate API question: Why do I occasionally get an ""Access Denied"" HTML response when trying to Confirm/Accept a shipment? Also happening on Rate retrieval. About 50% of the time results in Access Denied",That is unusual. Please use the link to provide your account number or if this is being accessed through a specific website.
16265,16702,You can't expect everything to go flawless when you wait till last second to overnight something.,"Do you need an update on a UPS package? If so we can help, please DM the tracking number."
16266,16703,I was told to go to the facility to pick it up first in the morning and #ups doesn't know if the package is there or out for delivery waste of my time today as well,"I'm sorry, I will keep watching this shipment for an update. I show that the local team is trying to locate the shipment in order to have it held. I will follow up with you in a few hours."
16267,16704,Is this the sort of quality delivery you expect from your company??,I am so sorry that you received your package this way! DM us the tracking number so we can make damage report.
16268,16705,"Mon, : It will be delivered today. Not delivered. Tue, : I have confirmed it is on the truck &amp; the driver is on their way to your neighborhood. No delivery. Wed, : There is a note that they will make sure it's delivered today. Forgive me for not holding my breath","I can understand where you are coming from. Your package has been physically scanned on a delivery truck and out for delivery. The driver will be making a delivery attempt today, 11/29/17. Please DM us if you have further questions."
16269,16706,I'm a small business owner. This is literally keeping me from running my business.,"Our records indicate the package has been delivered. If you have not received the package, please let our team know."
16270,16708,"If you want something delivered - do NOT use - The single most incompetent, inefficient &amp; downright dreadful delivery company I have had the mis-pleasure of working with &amp; is anything but helpful",Thank you for reaching out to our team. I apologize you have experienced delays with past deliveries. We would be happy to assist you with a package if you are experiencing issues at this time. Please DM your UPS (1Z) tracking number.
16271,16709,"Very disappointed with the customer service provided by UPS and Apple. Run around from both organizations, they must do better. UPS customer service is very poor, and struggling. Apple was better but both are pointing fingers. Package lost, should be simple.","Your frustration is certainly understandable. If you have any tracking questions or concerns, feel free to DM the tracking number to my team."
16272,16710,"Package in Buffalo, NY since 11/26. Original delivery date 11/29. Rescheduled to 11/30, via Sure Post! Where is the package?! Tracking number 1ZEA8362YW17704346!!",Our records indicate the shipper selected SurePost for this package which means it will be transferred to the Post Office for the delivery. Once the package is transferred to the Post Office it is delivered with one to two days.
16273,16711,The problem with that is it's a 9 pound package. Why would it go to the post office? I don't want the post office delivering packages over 5 pounds. Should also apply USPS tracking number as well.,"The service was selected by the shipper. The package was transferred to the Post Office today. Unfortunately, I am unable to stop the Post Office from delivering."
16274,16712,I thought maybe for the future. I will discuss with them later.,Your USPS tracking number is- 9261290100__credit_card__. Thank you again for reaching out to our team.
16275,16713,my order was supposed to be here yesterday and now it wont be here until December 5th??? Explain please,Please DM us the tracking number so we can look into this for you.
16276,16714,"Wondering what ""delay"" happened here. Not cool UPS! 1ZX__credit_card__",I am sorry for the delay on getting your package delivered. Our tracking shows the package had a loading issue at a hub. We are in the process of getting the package back in transit.
16277,16715,"A loading issue? As in it didn't get loaded or on a truck, so Im out of luck? I realize it's just a day, but it's a super inconvenience.","Something like that yes. It did not get loaded on a truck it was intended for. Considering the season, possibly overload. This usually only delays the package one day, but we do understand one day can be very inconvenient under certain circumstances. ."
16278,16716,"love when you select ""2nd-day"" air and it becomes ""7-day air"" ",I'm sorry to keep you waiting for your delivery! We did receive this package on Sunday for shipping making Monday the first day in transit. The scheduled delivery date should have been today the 29th. I'm sorry for the 1 day delay. DM us for questions.
16279,16717,yall need to get it together. Youve delayed every package Im expecting this week. This high volume time happens every year. No surprises there. Why not plan accordingly? If someone pays for 2 day shipping on a Monday- you should try to get it shipped that week.,"Thank you for reaching out to our team. We would be happy to assist you with the delivery of your package. Please DM your UPS (1Z) tracking number, phone number, and verify the complete delivery address."
16280,16718,UPS said they delivered a package to my crib and it aint there. This is way smaller than that. But I feel you. Like 1/17th of 8000 feel you.,"I am very sorry to hear that you did not receive your package. Please DM us your tracking umber, address, and a good phone number. We can look into this for you."
16281,16719,"botches delivery, fiancee has to wait 48 hours to see what happens?! And you won't deliver to our address anymore, adding more hoops to jump thru?! Our SUV has a donut on it, we have a 6-week old baby. Not safe!! Never buy from",I am sorry you had a rough time with your delivery. Please DM us the details as to what is going on.
16282,16720,I need help. I ordered something online and I havent received anything today!! I have orders coming in one day after the other for 3 Days! It was delivered and I never received anything. My address is correct!!,Hello. We're here to assist you. Please use the link below to DM your UPS Tracking number and contact info and we'll look into this for you.
16283,16721,Salty deliveryyyyy,I am sorry you feel this way. Was there something we could assist you with. Please DM us the details.
16284,16722,Really ??? Day 5 of my rescheduled package. #FedEx,"I apologize for the delay. We'll be happy to assist. Please DM us the details, using the following link."
16285,16723,Of course its not. The Compton depot likes to say our package is out for delivery and then tell us oooooh ooops it didnt make it on the truck!,I can check the status for you. DM me your tracking and contact details.
16286,16724,Today is Wednesday (as yall know) and the package to be returned is no longer there and UPS told me they never picked it up SO WHO THE FUCK HAS THE PACKAGE W A 800$ PHONE IN IT???,I am sorry for the frustration. I would like to look into this for you. Please DM us the tracking number and a phone number. Also please explain what is happening in a little bit more detail.
16287,16725,We good sis. Yall found the package,That is great news! Glad that it was found. Reach out to us if need help with anything else. Have a great day!
16288,16726,"Wow , why u did me like that??? Why did u go to the Bronx with it? Thats the wrong borough and what do you mean no apt number is listed? Why didnt u email me about this so I could point u in the right direction? So many questions  lol ,  please help.","I understand your frustration. We'll be happy to assist. Please DM us the details, using the following link."
16289,16727,"not sure if you are aware, but another cyclist was killed yesterday on spruce street in philly because of unprotected bike lanes. tell your drivers to stop parking in spruce street's bike lane","If you see a driver parked in the bike lane, please provide us with date, time and exact location along with plate or truck number is possible."
16290,16728,"Quick lifehack: avoid like the plague. Third time in less than two months they ""attempted"" to deliver my package but failed. I've been sitting at the window for hours with a clear view of the door. No truck drove by, no one rang the doorbell, no one called my phone. #UPSlies","I am very sorry to hear that this has happened. I would like to look into this for you. Please DM us your tracking number, address, and a phone number."
16291,16729,delivered life-essential diabetes supplies for my 2 yr old to the WRONG ADDRESS and someone signed for it. They know where it is but wont tell us like they refuse to tell us. HE LEGIT NEEDS THIS STUFF. Hes running very low on supplies. We NEED this delivery b4 tomorrow!,parent to parent I am with you! DM us the tracking number so we can do what we can please.
16292,16730,Unfortunately failed me and I will have to reschedule the #3Dprinter #build. I'm beyond frustrated at the moment. I will update y'all as to when. Follow me here and for updates when I go live!,"Let me see if I can help you. When you have a moment, please DM me your tracking and contact details."
16293,16731,this is two days in a row now. ,I am sorry for the troubles. DM us the tracking number so that we can take a look.
16294,16732,Update: They skipped my house. is the worst,We don't want you to feel this way. Please DM me your tracking and contact details and I will take a look for you.
16295,16733,"""Due to Operating Conditions"" is now 's go to phrase that my company is receiving WAY to often. What they actually mean to say is that, ""Someone didn't do their job and you aren't getting your stuff on time."" #badservice","I am sorry you have not received your package. This scan can mean more then one thing, our team would be happy to research. Please DM the tracking number, your address, and telephone number."
16296,16734,Big fat lie I was home all day and no one rang the bell. Been waiting all day for this now I need to break something ,Can you please compose your message in one tweet? Feel free to send us a DM.
16297,16735,"And then your customer service hung up on me, and then put me on hold only to put me at the bottom of the call wait list. You guys need to take a hard look in the mirror and ask yourselves if your doing everything you can for your customers. Because right now you definitely arent",I'm very sorry to hear that you've experienced these issues. We'd definitely need to research this further. Can you please DM us tracking number to further review with you?
16298,16736,"what does due to operating conditions, your package may be delayed. / Delivery will be rescheduled mean? Does that mean you have damaged our package?","Thank you for reaching out to our team. We will be happy to assist you with the delivery of your package. Please DM your UPS (1Z) tracking number, phone number, and verify the complete delivery address."
16299,16737,FML  Had to call my previous employer to let them know that they will be receiving a package that was suppose to be delivered to my home address I guess this must be how some people feel when they HAVE to talk to their EX,"We can check to see if the address can be changed, use the link to DM your tracking number and address."
16300,16738,I am getting conflicting pieces of info about the status of my package and its delivery time. What source do I believe? UPS Tracking? UPS My Choice Tracking? Or UPS My Choice Email Updates?,"Let me take a look for you, when you have a moment, please DM me your tracking and contact details."
16301,16739,its already 9:12 pm and my package still says its OUT FOR DELIVERY  this is crazy  I gotta go sleep haha!!,"I'm sorry this happened. Did you receive your package yet? If not, please DM the tracking number and your contact phone, so we can check on your shipment."
16302,16740,What is the point of the access point drop off? It is a complete inconvenience. Every other delivery service leaves my package  Why not you guys?,I am sorry for the troubles. DM us the tracking number so that we can look at some options.
16303,16741,"Got a email saying delivered four package today, but I only got three ",I am sorry to hear that. I'd be more than happy to take a look into this for you. Would you mind providing your tracking numbers along with your contact phone number via a DM please? Thank you. I look forward to your response.
16304,16742,Hey You might want your local managers to not be so rude. Especially when theyre trying to justify a dishonest driver.,"Is there something that we can assist you with? If so, please provide the details along with your tracking number (if applicable) along with your contact phone via a DM please. Thank you."
16305,16743,"I understand the delay issue, but how can I know where it is? That is my concern. Due to the circumstances in the island I orden things I need at the moment.",The shipment is currently in San Juan Puerto Rico but hasn't been unloaded and sorted.
16306,16744,why is anyone able to answer me where is my package? sent me a message it was supposed to arrived the 21st and 2 days ago I called your customer service and they can't tell me when it will arrive! I need and want answers. Already sent dm for the 2nd time. Thks,"UPS is delivering in this area but due to a backlog of packages this is taking time. UPS is working to get them delivered but I'm sorry, I currently don't have an updated delivery date to provide to you."
16307,16745,your website is rubbish to navigate around to many forms to fill in and once you have filled in the relevant information you still can't give me the information rubbish and a waste of time parcel tracking at its worse. Also it's a day later than quoted,"Thank you for your feedback. We can review your tracking history with you. DM us the tracking number, name, and complete address on the package."
16308,16747,", I sold tickets, shipped them on time and now has NOT delivered them. HELP!!! I do not want to be out $$ due to UPS slow service!!","We can review the tracking history with you and the service level that was selected. DM us the tracking number, name, and complete address on the package."
16309,16748,I love how my package was supposed to arrive no later than 3pm today since it was overnight shipping and guess who didnt receive their package today? ,I can arrange to have this matter looked into. Please send your tracking number/details &amp; contact # to DM
16310,16749,"so disappointed with the service,they seem to have lost my sons parcel, mmm really !!!!","Has an investigation been opened? If not, I recommend you contact the shipper. They will be able to initiate an investigation and may be able to send a replacement package."
16311,16750,Hey y'all lost my package weeks ago and I'm stuck making payments on a phone I don't even have. This is unacceptable. Can I have ANYTHING to compensate? Vouchers for free shipping? Vouchers for no shipping fee when I ship things to people? ANYTHING?!,I'm very sorry to hear that you've experienced issues with your delivery. We'd definitely need to research this further. Can you please DM us tracking number to further review with you?
16312,16751,"what is due to operating conditions, my package may be delayed mean? I scheduled to pick it up at local UPS facility and it should be there. Why the delay? Can I go pick it up?","I'd be happy to look deeper into this. Can you please DM your tracking number, delivery address, and phone number. We are here to assist."
16313,16752,Well This happened today. Hopefully I get my package tomorrow.,I'm sorry your package has been delayed. Please continue to track your package online at for updates.
16314,16753,"Actually, another package coming from another state was coming from you guys. Because it didn't make it here on time, the first one got delayed.","Can you please DM your tracking numbers, delivery address, and phone number so we can look deeper into this."
16315,16754,Need help with a package thats been delayed for days,Please DM us the tracking number and we would be happy to assist you.
16316,16755,My new Samsung 4KTV got delivered to me today from Best Buy. Unboxed it to see the screen damaged.,"Please keep the packaging and all packaging materials. DM us the tracking number, name, and complete address on the package. Include your phone number, a detailed description of the TV, and your phone number. We will enter a damage report for you."
16317,16756,says its still in transit for the past 3 days even though its coming from a facility very close to where I live. Called Best Buy and supposedly theyll be sending my order again but I dont see any update on my account,Please use the link to DM us so we can check into this for you.
16318,16757,"ok  been on hold at 11pm for over an hour. Trying again in the morning and god help whoever answers the phone. giving inaccurate status on your deliveries, making false guarantees THREE TIMES, short staffing your customer service center? lame.","Very sorry for the delay and the frustration. If you require assistance via this channel, feel free to DM us your tracking number and contact information."
16319,16758,pathetic service. 4 shipment  delayed for 2 days already. Web shows Exception  no one in UPS can tell the reason and confirm when can it be delivered. Complete bullshit,I can enter a hold for pickup on all of the packages if you'd like. Please let us know.
16320,16759,When you pay for over night next day delivery &amp; you dont even get it. Thanks,I apologize for any frustration you may have experienced. If you need further assistance please send us your tracking number in a DM.
16321,16760,Ayy tell my driver to stop being lazy cunt and actually drive into my neighborhood. I was outside with my dog when he marked no one was there. I would kick his ass but he'd have to show up first.,"Our team would like to review this with you. DM us the tracking number, name, and complete address on the package you were expecting. Include your phone number."
16322,16761,Thx for going the extra mile. Over $500 worth of gifts left in plain sight. Good thing provides delivery notification and I work nearby.,I am very sorry that this package was left out like this! I am very glad it was not stolen.
16323,16762,I bought a phone from Apple store in the us. Can UPS ship it to Saudi Arabia?,Please visit our UPS TradeAbility International Tools by going to You will be able to view our international shipping abilities.
16324,16763,"About to call them, because some1 in my mentions is trying to convince me that some1 will be calling me within an hr. BUT some1 was suppose to contact me at 10am.","The holiday overload is already upon us. Please allow the center just a little more time to follow up with you. If they've not reached out to you by noon, please, contact us again."
16325,16764,This company as a whole is just disrespectful,"I am sorry you still have not been contacted. I have 2nd requested the urgent message and noted that customer commit time was an hour ago. The 2nd request should bring it to their attention immediately, and am hoping they will reach out as soon as possible."
16326,16765,What is this torture?,Is there something our team can help you with?
16327,16766,But who cares about us,"I do apologize that this has happened with your packages. Please work with us through DM. Your package ending in 4407 is showing it is scheduled to be delivered today, if it is not the shipper can begin a package investigation."
16328,16768,I wish would update tracking information. Want to make sure when my package will be delivered. I get label created message which was days ago. Package supposed to be delivered today.,DM me your tracking number and I can check for you.
16329,16769,1Z74636WA848130380,We'll be happy to assist. Please DM us using the following link.
16330,16770,"Would you call from (770) 557-3001? Got a call from that number asking about a missing package, but didn't say ""UPS"" on caller ID.","There is a possibility it might belong to us. Most of the time when we contact customers the number reflects ""restricted"" or ""unknown"". Please DM the tracking number involved so we can look into this."
16331,16771,Yall really testing me ,I am very sorry for the delay with your package. Let us know if there is any concern we can help with.
16332,16772,"Not lost, stolen. Ive had phones stolen by UPS and USPS. USPS tracked my phone to their Tempe sorting facility where it just disappeared into thin air. Never saw a dime or resolution. Its theft. Best bet always insure packages for their value. FedEx is my fave for value/safety","If there is a situation you'd like us to look into, please DM the tracking number and we'd be happy to help."
16333,16773,Can you give me more info on what operating conditions have delayed my Amazon Prime shipment?,I am sorry to hear that your package has encountered a delay. Please DM us your tracking number and we can look into this for you.
16334,16774,"Buying the flash shipping isn't working out so well this order. Was supposed to be delivered yesterday, rescheduled for today, just got an email from stating it may be delayed again due to ""operating conditions""",Can my team check that for you? Please use the link to DM us the tracking number as well as your phone number.
16335,16775,c'est vraiment nul  chier,Is there something our team can help you with?
16336,16776,Is it difficult to respect the hours of passage and to ring at the door ?,We would like to look into this. Please DM the tracking number and phone number so we can research the situation.
16337,16777,maybe you can help me?,"I'm sorry for the delayed response. If you need assistance with a package, DM our team the tracking number, name, and complete address on the package. Let us review your concerns with you."
16338,16778,"Hey can ya'll quit sending stuff by ? My packages are ALWAYS late. It's taking more than three weeks now, from order to still not being delivered yet, with Prime.","Thank you for reaching out to our team. We would be happy to assist you with the delivery of your package. Please DM your UPS (1Z) tracking number, phone number, and verify the complete delivery address."
16339,16779,I dont get why Im delayed,"Thank you for reaching out to our team. We would be happy to assist you with the delivery of your package. Please DM your UPS (1Z) tracking number, phone number, and verify the complete delivery address."
16340,16780,Segn estoy en Milan porque supuestamente me han entregado el pedido all y sigo sin tener mi pedido de que me tendra que haber llegado hoy ,"We would like to look into this. Please DM the tracking number, phone number &amp; delivery address so we can research the situation."
16341,16781,Million dollar question!,"I am truly sorry this happened. Our team would like to research more. Please DM the tracking number, your address, and telephone number."
16342,16782,Several packages where just delivered to my home which aren't mine. Advise.,I understand if you could DM me a tracking # or #'s. I would then like your contact address and phone #. I want to get the driver back over there as soon as possible.
16343,16783,Waited all day for to show what a poor service expect my package today and never received . Now I know what Stands for #Useless #package #service #Customerservice,I'm sorry you don't have your package! I would be happy to look into this. Please use the link to DM your tracking number and delivery address.
16344,16784,Hey just witnessed your driver peel out of a parking lot packages flying in off Staked Plains in Avery Ranch. Hope my package isnt damaged!,"We would like to get this information to the local team. Can you please DM us the zip code were this happened, your name and phone number."
16345,16785,I would LOVE if y'all could tell me where my package that you lost/missorted is right now.,I do apologize as it is not showing an updated scan on this package. I am going to recommend reaching out to the shipper to see if a investigation needs to be started if this is not delivered today.
